t,V_a,V_b,m,h,n,I_Na,I_K,I_L,I_syn_b,g_syn
84.45,-63.04167824,-70.8228291,0.06306591592,0.4551872477,0.3951595755,-1.548795405,12.25252921,-2.596403473,0.9337536181,0.01318275861
84.46,-63.02275155,-70.81422626,0.0632032876,0.4552723441,0.3950719999,-1.558968713,12.25827018,-2.590725464,0.9289837102,0.01311700933
84.47,-63.00383731,-70.80561957,0.06334083384,0.4553565465,0.3949851247,-1.569196572,12.264065,-2.585051192,0.924238104,0.01305158797
84.48,-62.98493548,-70.79700905,0.06347855468,0.4554398561,0.3948989484,-1.579479201,12.26991379,-2.579380644,0.9195166764,0.01298649291
84.49,-62.96604602,-70.78839475,0.06361645016,0.4555222739,0.3948134698,-1.589816816,12.27581665,-2.573713806,0.9148193051,0.0129217225
84.5,-62.94716888,-70.77977672,0.06375452033,0.4556038009,0.3947286877,-1.600209638,12.2817737,-2.568050664,0.9101458684,0.01285727514
84.51,-62.92830401,-70.77115498,0.06389276525,0.4556844381,0.3946446007,-1.610657885,12.28778507,-2.562391204,0.9054962451,0.01279314922
84.52,-62.90945137,-70.76252959,0.06403118498,0.4557641867,0.3945612076,-1.62116178,12.29385086,-2.556735412,0.9008703147,0.01272934312
84.53,-62.89061091,-70.75390057,0.06416977959,0.4558430477,0.3944785071,-1.631721543,12.2999712,-2.551083273,0.8962679573,0.01266585526
84.54,-62.87178257,-70.74526798,0.06430854915,0.4559210221,0.394396498,-1.642337398,12.30614621,-2.545434772,0.8916890535,0.01260268404
84.55,-62.85296631,-70.73663185,0.06444749375,0.4559981109,0.3943151789,-1.653009569,12.312376,-2.539789894,0.8871334845,0.01253982789
84.56,-62.83416208,-70.72799223,0.06458661347,0.4560743151,0.3942345487,-1.663738279,12.31866069,-2.534148624,0.8826011324,0.01247728524
84.57,-62.81536982,-70.71934915,0.06472590842,0.4561496359,0.394154606,-1.674523756,12.32500041,-2.528510945,0.8780918795,0.01241505452
84.58,-62.79658947,-70.71070266,0.06486537868,0.4562240742,0.3940753497,-1.685366226,12.33139527,-2.522876842,0.8736056089,0.01235313418
84.59,-62.777821,-70.70205279,0.06500502437,0.456297631,0.3939967784,-1.696265916,12.33784541,-2.517246299,0.8691422041,0.01229152266
84.6,-62.75906433,-70.69339959,0.06514484561,0.4563703074,0.393918891,-1.707223056,12.34435093,-2.511619298,0.8647015495,0.01223021844
84.61,-62.74031941,-70.68474309,0.06528484251,0.4564421044,0.3938416861,-1.718237876,12.35091197,-2.505995824,0.8602835298,0.01216921997
84.62,-62.7215862,-70.67608334,0.0654250152,0.456513023,0.3937651625,-1.729310607,12.35752865,-2.500375859,0.8558880304,0.01210852573
84.63,-62.70286462,-70.66742038,0.06556536383,0.4565830641,0.393689319,-1.740441482,12.36420108,-2.494759386,0.8515149372,0.01204813421
84.64,-62.68415462,-70.65875425,0.06570588853,0.4566522289,0.3936141543,-1.751630733,12.37092941,-2.489146386,0.8471641368,0.01198804389
84.65,-62.66545614,-70.65008499,0.06584658945,0.4567205182,0.3935396673,-1.762878595,12.37771375,-2.483536843,0.8428355162,0.01192825327
84.66,-62.64676913,-70.64141263,0.06598746675,0.4567879332,0.3934658566,-1.774185303,12.38455424,-2.477930738,0.8385289631,0.01186876086
84.67,-62.62809351,-70.63273723,0.06612852059,0.4568544748,0.3933927211,-1.785551096,12.39145099,-2.472328053,0.8342443658,0.01180956516
84.68,-62.60942923,-70.62405882,0.06626975115,0.4569201439,0.3933202595,-1.79697621,12.39840414,-2.466728768,0.8299816129,0.01175066471
84.69,-62.59077622,-70.61537744,0.06641115861,0.4569849416,0.3932484706,-1.808460885,12.40541382,-2.461132866,0.8257405938,0.01169205803
84.7,-62.57213442,-70.60669313,0.06655274314,0.4570488689,0.3931773532,-1.820005361,12.41248016,-2.455540326,0.8215211985,0.01163374364
84.71,-62.55350376,-70.59800593,0.06669450494,0.4571119267,0.393106906,-1.831609881,12.41960328,-2.449951129,0.8173233173,0.01157572011
84.72,-62.53488419,-70.58931589,0.06683644423,0.4571741161,0.3930371279,-1.843274686,12.42678332,-2.444365256,0.8131468412,0.01151798596
84.73,-62.51627562,-70.58062304,0.06697856119,0.4572354379,0.3929680175,-1.855000022,12.43402042,-2.438782686,0.8089916618,0.01146053977
84.74,-62.497678,-70.57192742,0.06712085606,0.4572958932,0.3928995738,-1.866786133,12.4413147,-2.433203399,0.8048576712,0.01140338009
84.75,-62.47909125,-70.56322908,0.06726332905,0.4573554829,0.3928317955,-1.878633268,12.4486663,-2.427627375,0.800744762,0.01134650549
84.76,-62.46051531,-70.55452806,0.0674059804,0.457414208,0.3927646815,-1.890541673,12.45607535,-2.422054592,0.7966528273,0.01128991456
84.77,-62.4419501,-70.54582439,0.06754881035,0.4574720694,0.3926982304,-1.902511598,12.46354199,-2.416485029,0.7925817609,0.01123360587
84.78,-62.42339555,-70.53711811,0.06769181914,0.4575290681,0.3926324411,-1.914543295,12.47106637,-2.410918665,0.7885314569,0.01117757803
84.79,-62.40485159,-70.52840928,0.06783500703,0.4575852051,0.3925673125,-1.926637015,12.4786486,-2.405355478,0.7845018102,0.01112182963
84.8,-62.38631816,-70.51969792,0.06797837429,0.4576404813,0.3925028432,-1.938793013,12.48628884,-2.399795447,0.780492716,0.01106635927
84.81,-62.36779516,-70.51098408,0.06812192119,0.4576948976,0.3924390322,-1.951011543,12.49398722,-2.394238548,0.7765040701,0.01101116557
84.82,-62.34928253,-70.5022678,0.068265648,0.4577484549,0.3923758783,-1.963292862,12.50174388,-2.388684759,0.7725357689,0.01095624716
84.83,-62.33078019,-70.49354911,0.06840955503,0.4578011543,0.3923133802,-1.975637229,12.50955897,-2.383134058,0.7685877092,0.01090160265
84.84,-62.31228807,-70.48482807,0.06855364256,0.4578529967,0.3922515369,-1.988044902,12.51743262,-2.377586421,0.7646597885,0.01084723068
84.85,-62.29380608,-70.4761047,0.0686979109,0.4579039828,0.392190347,-2.000516143,12.52536498,-2.372041825,0.7607519045,0.01079312989
84.86,-62.27533415,-70.46737906,0.06884236036,0.4579541138,0.3921298095,-2.013051214,12.5333562,-2.366500246,0.7568639557,0.01073929893
84.87,-62.2568722,-70.45865117,0.06898699128,0.4580033905,0.3920699232,-2.025650381,12.54140641,-2.36096166,0.752995841,0.01068573645
84.88,-62.23842014,-70.44992109,0.06913180397,0.4580518138,0.3920106869,-2.038313907,12.54951576,-2.355426043,0.7491474599,0.01063244112
84.89,-62.2199779,-70.44118884,0.06927679879,0.4580993846,0.3919520995,-2.051042062,12.55768441,-2.349893371,0.7453187122,0.0105794116
84.9,-62.20154539,-70.43245448,0.06942197608,0.4581461039,0.3918941598,-2.063835114,12.5659125,-2.344363618,0.7415094983,0.01052664656
84.91,-62.18312253,-70.42371804,0.0695673362,0.4581919725,0.3918368666,-2.076693333,12.57420017,-2.338836759,0.7377197193,0.01047414469
84.92,-62.16470923,-70.41497956,0.06971287952,0.4582369913,0.3917802188,-2.089616992,12.58254758,-2.333312769,0.7339492765,0.01042190468
84.93,-62.14630541,-70.40623908,0.0698586064,0.4582811613,0.3917242152,-2.102606365,12.59095488,-2.327791623,0.7301980718,0.01036992521
84.94,-62.12791098,-70.39749665,0.07000451725,0.4583244833,0.3916688548,-2.115661728,12.59942222,-2.322273293,0.7264660077,0.01031820499
84.95,-62.10952585,-70.3887523,0.07015061246,0.4583669581,0.3916141363,-2.128783358,12.60794975,-2.316757755,0.7227529871,0.01026674273
84.96,-62.09114994,-70.38000607,0.07029689242,0.4584085868,0.3915600587,-2.141971535,12.61653764,-2.311244981,0.7190589133,0.01021553714
84.97,-62.07278315,-70.371258,0.07044335755,0.4584493701,0.3915066207,-2.15522654,12.62518602,-2.305734944,0.7153836902,0.01016458694
84.98,-62.05442539,-70.36250813,0.07059000828,0.458489309,0.3914538214,-2.168548655,12.63389507,-2.300227618,0.7117272221,0.01011389085
84.99,-62.03607658,-70.35375651,0.07073684504,0.4585284042,0.3914016594,-2.181938167,12.64266494,-2.294722974,0.708089414,0.01006344761
85,-62.01773662,-70.34500317,0.07088386828,0.4585666567,0.3913501338,-2.19539536,12.65149578,-2.289220986,0.7044701711,0.01001325595
85.01,-61.99940541,-70.33624816,0.07103107843,0.4586040673,0.3912992434,-2.208920524,12.66038776,-2.283721624,0.7008693992,0.009963314628
85.02,-61.98108287,-70.32749151,0.07117847598,0.4586406368,0.3912489871,-2.22251395,12.66934104,-2.278224861,0.6972870045,0.009913622389
85.03,-61.96276889,-70.31873326,0.07132606138,0.4586763662,0.3911993638,-2.23617593,12.67835577,-2.272730667,0.6937228939,0.009864177991
85.04,-61.94446338,-70.30997345,0.07147383513,0.4587112562,0.3911503724,-2.249906758,12.68743214,-2.267239015,0.6901769745,0.009814980198
85.05,-61.92616625,-70.30121213,0.07162179771,0.4587453077,0.3911020117,-2.263706732,12.69657029,-2.261749874,0.686649154,0.009766027781
85.06,-61.90787738,-70.29244933,0.07176994963,0.4587785216,0.3910542807,-2.277576149,12.70577039,-2.256263215,0.6831393405,0.009717319514
85.07,-61.88959669,-70.28368509,0.0719182914,0.4588108986,0.3910071783,-2.29151531,12.71503261,-2.250779008,0.6796474425,0.00966885418
85.08,-61.87132408,-70.27491945,0.07206682354,0.4588424396,0.3909607033,-2.305524519,12.72435713,-2.245297223,0.6761733693,0.009620630569
85.09,-61.85305943,-70.26615246,0.07221554659,0.4588731454,0.3909148548,-2.31960408,12.73374411,-2.239817829,0.6727170302,0.009572647474
85.1,-61.83480265,-70.25738415,0.07236446109,0.4589030168,0.3908696316,-2.3337543,12.74319371,-2.234340796,0.6692783352,0.009524903695
85.11,-61.81655364,-70.24861456,0.07251356761,0.4589320546,0.3908250327,-2.347975488,12.75270612,-2.228866092,0.6658571948,0.00947739804
85.12,-61.79831228,-70.23984373,0.07266286669,0.4589602596,0.3907810569,-2.362267957,12.76228151,-2.223393685,0.6624535198,0.00943012932
85.13,-61.78007848,-70.2310717,0.07281235893,0.4589876327,0.3907377032,-2.376632019,12.77192004,-2.217923545,0.6590672216,0.009383096354
85.14,-61.76185213,-70.22229851,0.07296204491,0.4590141746,0.3906949705,-2.391067992,12.78162191,-2.212455638,0.6556982119,0.009336297966
85.15,-61.74363311,-70.21352421,0.07311192523,0.459039886,0.3906528579,-2.405576193,12.79138728,-2.206989933,0.6523464028,0.009289732985
85.16,-61.72542132,-70.20474882,0.0732620005,0.4590647679,0.3906113641,-2.420156944,12.80121634,-2.201526397,0.6490117071,0.009243400249
85.17,-61.70721665,-70.19597239,0.07341227135,0.459088821,0.3905704882,-2.434810568,12.81110926,-2.196064996,0.6456940379,0.009197298598
85.18,-61.68901899,-70.18719496,0.0735627384,0.459112046,0.3905302291,-2.44953739,12.82106623,-2.190605697,0.6423933086,0.00915142688
85.19,-61.67082822,-70.17841657,0.0737134023,0.4591344437,0.3904905858,-2.464337739,12.83108743,-2.185148466,0.6391094332,0.009105783948
85.2,-61.65264423,-70.16963726,0.0738642637,0.4591560148,0.3904515572,-2.479211946,12.84117304,-2.17969327,0.6358423262,0.009060368661
85.21,-61.63446691,-70.16085706,0.07401532329,0.4591767602,0.3904131423,-2.494160343,12.85132326,-2.174240073,0.6325919022,0.009015179883
85.22,-61.61629614,-70.15207602,0.07416658173,0.4591966806,0.3903753401,-2.509183266,12.86153826,-2.168788842,0.6293580767,0.008970216486
85.23,-61.5981318,-70.14329417,0.07431803972,0.4592157767,0.3903381495,-2.524281055,12.87181825,-2.16333954,0.6261407652,0.008925477345
85.24,-61.57997378,-70.13451156,0.07446969796,0.4592340493,0.3903015695,-2.53945405,12.88216341,-2.157892133,0.6229398839,0.008880961341
85.25,-61.56182195,-70.12572822,0.07462155717,0.459251499,0.3902655991,-2.554702596,12.89257393,-2.152446585,0.6197553492,0.008836667361
85.26,-61.5436762,-70.1169442,0.07477361808,0.4592681267,0.3902302373,-2.570027038,12.90305,-2.147002859,0.6165870782,0.008792594299
85.27,-61.5255364,-70.10815953,0.07492588143,0.4592839331,0.390195483,-2.585427726,12.91359183,-2.141560919,0.6134349882,0.008748741052
85.28,-61.50740243,-70.09937424,0.07507834798,0.4592989188,0.3901613354,-2.600905013,12.9241996,-2.136120729,0.6102989969,0.008705106524
85.29,-61.48927417,-70.09058839,0.07523101848,0.4593130846,0.3901277933,-2.616459253,12.93487353,-2.130682251,0.6071790225,0.008661689624
85.3,-61.47115149,-70.08180201,0.07538389373,0.4593264311,0.3900948557,-2.632090804,12.9456138,-2.125245447,0.6040749838,0.008618489267
85.31,-61.45303426,-70.07301513,0.07553697451,0.4593389592,0.3900625218,-2.647800028,12.95642063,-2.119810279,0.6009867995,0.008575504372
85.32,-61.43492237,-70.0642278,0.07569026163,0.4593506694,0.3900307904,-2.663587289,12.96729421,-2.11437671,0.5979143893,0.008532733866
85.33,-61.41681567,-70.05544006,0.0758437559,0.4593615626,0.3899996607,-2.679452953,12.97823475,-2.108944701,0.5948576729,0.008490176678
85.34,-61.39871404,-70.04665194,0.07599745817,0.4593716392,0.3899691316,-2.695397391,12.98924245,-2.103514212,0.5918165705,0.008447831745
85.35,-61.38061735,-70.03786348,0.07615136927,0.4593809001,0.3899392021,-2.711420975,13.00031754,-2.098085205,0.5887910027,0.008405698009
85.36,-61.36252546,-70.02907473,0.07630549007,0.4593893459,0.3899098714,-2.727524083,13.01146021,-2.092657639,0.5857808907,0.008363774415
85.37,-61.34443825,-70.02028571,0.07645982143,0.4593969772,0.3898811384,-2.743707094,13.02267069,-2.087231474,0.5827861557,0.008322059916
85.38,-61.32635557,-70.01149647,0.07661436425,0.4594037948,0.3898530022,-2.75997039,13.03394918,-2.081806671,0.5798067197,0.008280553469
85.39,-61.30827729,-70.00270705,0.07676911943,0.4594097992,0.3898254619,-2.776314358,13.0452959,-2.076383187,0.5768425049,0.008239254036
85.4,-61.29020327,-69.99391749,0.07692408788,0.4594149911,0.3897985164,-2.792739388,13.05671107,-2.070960982,0.5738934338,0.008198160585
85.41,-61.27213338,-69.98512782,0.07707927053,0.4594193712,0.3897721649,-2.809245872,13.06819491,-2.065540014,0.5709594295,0.008157272089
85.42,-61.25406747,-69.97633808,0.07723466832,0.4594229401,0.3897464063,-2.825834208,13.07974764,-2.060120241,0.5680404153,0.008116587525
85.43,-61.2360054,-69.96754831,0.07739028222,0.4594256983,0.3897212399,-2.842504794,13.09136949,-2.054701621,0.5651363151,0.008076105875
85.44,-61.21794703,-69.95875855,0.07754611319,0.4594276466,0.3896966646,-2.859258036,13.10306068,-2.04928411,0.5622470529,0.008035826129
85.45,-61.19989222,-69.94996884,0.07770216223,0.4594287855,0.3896726796,-2.876094339,13.11482144,-2.043867666,0.5593725533,0.007995747279
85.46,-61.18184081,-69.94117921,0.07785843034,0.4594291157,0.3896492839,-2.893014115,13.12665201,-2.038452244,0.5565127413,0.007955868323
85.47,-61.16379267,-69.9323897,0.07801491853,0.4594286377,0.3896264765,-2.910017778,13.1385526,-2.033037801,0.5536675421,0.007916188265
85.48,-61.14574764,-69.92360036,0.07817162785,0.4594273521,0.3896042567,-2.927105747,13.15052346,-2.027624292,0.5508368813,0.007876706111
85.49,-61.12770557,-69.91481122,0.07832855934,0.4594252595,0.3895826235,-2.944278445,13.16256483,-2.022211672,0.5480206851,0.007837420875
85.5,-61.10966632,-69.90602231,0.07848571406,0.4594223605,0.389561576,-2.961536297,13.17467694,-2.016799896,0.5452188799,0.007798331576
85.51,-61.09162973,-69.89723368,0.0786430931,0.4594186557,0.3895411134,-2.978879733,13.18686003,-2.011388919,0.5424313924,0.007759437235
85.52,-61.07359564,-69.88844536,0.07880069755,0.4594141456,0.3895212347,-2.996309188,13.19911434,-2.005978693,0.5396581499,0.00772073688
85.53,-61.05556391,-69.87965739,0.07895852854,0.4594088307,0.389501939,-3.0138251,13.21144013,-2.000569172,0.5368990797,0.007682229544
85.54,-61.03753437,-69.8708698,0.07911658718,0.4594027117,0.3894832256,-3.031427911,13.22383763,-1.99516031,0.5341541099,0.007643914264
85.55,-61.01950686,-69.86208265,0.07927487463,0.4593957891,0.3894650934,-3.049118069,13.2363071,-1.989752058,0.5314231686,0.007605790083
85.56,-61.00148123,-69.85329595,0.07943339204,0.4593880633,0.3894475418,-3.066896023,13.24884879,-1.984344369,0.5287061846,0.007567856047
85.57,-60.98345731,-69.84450976,0.0795921406,0.459379535,0.3894305697,-3.084762229,13.26146295,-1.978937194,0.5260030867,0.007530111207
85.58,-60.96543495,-69.83572411,0.07975112151,0.4593702046,0.3894141765,-3.102717148,13.27414984,-1.973530485,0.5233138043,0.007492554621
85.59,-60.94741397,-69.82693903,0.07991033597,0.4593600727,0.3893983611,-3.120761242,13.28690972,-1.968124191,0.5206382672,0.007455185349
85.6,-60.92939421,-69.81815456,0.08006978523,0.4593491397,0.3893831229,-3.13889498,13.29974285,-1.962718264,0.5179764052,0.007418002457
85.61,-60.91137551,-69.80937074,0.08022947053,0.4593374062,0.3893684609,-3.157118837,13.3126495,-1.957312653,0.5153281489,0.007381005015
85.62,-60.89335769,-69.80058761,0.08038939314,0.4593248726,0.3893543743,-3.175433289,13.32562992,-1.951907307,0.512693429,0.007344192099
85.63,-60.87534058,-69.7918052,0.08054955434,0.4593115395,0.3893408623,-3.19383882,13.33868439,-1.946502175,0.5100721766,0.007307562788
85.64,-60.85732402,-69.78302356,0.08070995545,0.4592974072,0.3893279242,-3.212335917,13.35181319,-1.941097205,0.5074643231,0.007271116167
85.65,-60.83930782,-69.77424271,0.08087059777,0.4592824763,0.389315559,-3.230925072,13.36501658,-1.935692345,0.5048698004,0.007234851323
85.66,-60.82129181,-69.7654627,0.08103148266,0.4592667472,0.3893037661,-3.249606782,13.37829484,-1.930287543,0.5022885404,0.007198767352
85.67,-60.80327581,-69.75668356,0.08119261148,0.4592502204,0.3892925445,-3.268381551,13.39164825,-1.924882744,0.4997204759,0.00716286335
85.68,-60.78525965,-69.74790533,0.08135398559,0.4592328963,0.3892818936,-3.287249886,13.40507709,-1.919477896,0.4971655395,0.00712713842
85.69,-60.76724315,-69.73912804,0.08151560641,0.4592147752,0.3892718125,-3.306212298,13.41858165,-1.914072944,0.4946236644,0.007091591669
85.7,-60.74922611,-69.73035174,0.08167747535,0.4591958578,0.3892623005,-3.325269308,13.43216222,-1.908667833,0.4920947841,0.007056222208
85.71,-60.73120836,-69.72157646,0.08183959385,0.4591761443,0.3892533567,-3.344421437,13.44581908,-1.903262508,0.4895788324,0.007021029153
85.72,-60.71318971,-69.71280223,0.08200196337,0.4591556352,0.3892449805,-3.363669214,13.45955253,-1.897856914,0.4870757436,0.006986011624
85.73,-60.69516998,-69.70402909,0.08216458538,0.4591343308,0.389237171,-3.383013175,13.47336286,-1.892450993,0.484585452,0.006951168745
85.74,-60.67714896,-69.69525708,0.08232746138,0.4591122316,0.3892299276,-3.402453858,13.48725038,-1.887044689,0.4821078926,0.006916499647
85.75,-60.65912648,-69.68648623,0.08249059291,0.459089338,0.3892232495,-3.42199181,13.50121538,-1.881637945,0.4796430004,0.006882003461
85.76,-60.64110234,-69.67771659,0.08265398148,0.4590656502,0.3892171359,-3.441627582,13.51525817,-1.876230702,0.477190711,0.006847679325
85.77,-60.62307634,-69.66894818,0.08281762868,0.4590411687,0.3892115861,-3.461361731,13.52937907,-1.870822901,0.4747509602,0.006813526382
85.78,-60.60504828,-69.66018105,0.08298153607,0.4590158938,0.3892065994,-3.481194821,13.54357837,-1.865414484,0.4723236841,0.006779543778
85.79,-60.58701797,-69.65141522,0.08314570528,0.4589898259,0.3892021751,-3.501127421,13.55785639,-1.860005392,0.4699088192,0.006745730662
85.8,-60.56898521,-69.64265074,0.08331013792,0.4589629653,0.3891983125,-3.521160107,13.57221346,-1.854595562,0.4675063022,0.00671208619
85.81,-60.55094979,-69.63388764,0.08347483564,0.4589353123,0.3891950108,-3.541293459,13.58664989,-1.849184936,0.4651160702,0.00667860952
85.82,-60.5329115,-69.62512595,0.08363980012,0.4589068672,0.3891922694,-3.561528067,13.601166,-1.84377345,0.4627380607,0.006645299816
85.83,-60.51487015,-69.61636572,0.08380503305,0.4588776303,0.3891900877,-3.581864526,13.61576213,-1.838361044,0.4603722114,0.006612156245
85.84,-60.49682551,-69.60760698,0.08397053615,0.458847602,0.3891884648,-3.602303435,13.6304386,-1.832947653,0.4580184603,0.006579177978
85.85,-60.47877739,-69.59884976,0.08413631117,0.4588167825,0.3891874001,-3.622845403,13.64519575,-1.827533216,0.4556767458,0.006546364191
85.86,-60.46072556,-69.5900941,0.08430235986,0.4587851721,0.3891868931,-3.643491045,13.66003392,-1.822117667,0.4533470065,0.006513714064
85.87,-60.44266981,-69.58134004,0.08446868402,0.458752771,0.389186943,-3.664240981,13.67495344,-1.816700943,0.4510291815,0.006481226779
85.88,-60.42460993,-69.5725876,0.08463528546,0.4587195795,0.3891875491,-3.685095841,13.68995466,-1.811282978,0.4487232099,0.006448901526
85.89,-60.40654568,-69.56383683,0.08480216602,0.4586855979,0.3891887108,-3.70605626,13.70503793,-1.805863705,0.4464290315,0.006416737495
85.9,-60.38847686,-69.55508776,0.08496932756,0.4586508263,0.3891904276,-3.72712288,13.7202036,-1.800443059,0.4441465861,0.006384733884
85.91,-60.37040324,-69.54634043,0.08513677198,0.4586152651,0.3891926987,-3.748296352,13.73545202,-1.795020972,0.4418758139,0.006352889891
85.92,-60.35232459,-69.53759487,0.08530450118,0.4585789144,0.3891955235,-3.769577332,13.75078356,-1.789597376,0.4396166554,0.00632120472
85.93,-60.33424068,-69.52885111,0.0854725171,0.4585417744,0.3891989015,-3.790966487,13.76619858,-1.784172203,0.4373690514,0.00628967758
85.94,-60.31615127,-69.5201092,0.08564082172,0.4585038454,0.389202832,-3.812464488,13.78169744,-1.778745382,0.4351329431,0.006258307682
85.95,-60.29805615,-69.51136916,0.08580941702,0.4584651274,0.3892073145,-3.834072017,13.79728051,-1.773316845,0.4329082717,0.006227094242
85.96,-60.27995507,-69.50263103,0.08597830502,0.4584256207,0.3892123483,-3.855789761,13.81294818,-1.76788652,0.4306949791,0.00619603648
85.97,-60.26184779,-69.49389485,0.08614748778,0.4583853254,0.3892179328,-3.877618417,13.82870081,-1.762454336,0.4284930072,0.006165133619
85.98,-60.24373407,-69.48516065,0.08631696736,0.4583442417,0.3892240675,-3.89955869,13.84453879,-1.75702022,0.4263022983,0.006134384887
85.99,-60.22561366,-69.47642846,0.08648674587,0.4583023697,0.3892307519,-3.921611293,13.86046252,-1.751584099,0.424122795,0.006103789515
86,-60.20748634,-69.46769832,0.08665682544,0.4582597095,0.3892379853,-3.943776946,13.87647237,-1.746145901,0.4219544402,0.006073346738
86.01,-60.18935183,-69.45897027,0.08682720823,0.4582162613,0.3892457673,-3.966056381,13.89256874,-1.740705549,0.4197971769,0.006043055795
86.02,-60.1712099,-69.45024433,0.08699789642,0.4581720251,0.3892540973,-3.988450335,13.90875204,-1.73526297,0.4176509487,0.006012915928
86.03,-60.15306029,-69.44152055,0.08716889224,0.4581270011,0.3892629747,-4.010959557,13.92502267,-1.729818086,0.4155156992,0.005982926385
86.04,-60.13490274,-69.43279895,0.08734019793,0.4580811892,0.389272399,-4.033584803,13.94138104,-1.724370821,0.4133913726,0.005953086415
86.05,-60.11673699,-69.42407958,0.08751181577,0.4580345896,0.3892823698,-4.056326839,13.95782755,-1.718921097,0.4112779131,0.005923395272
86.06,-60.09856279,-69.41536245,0.08768374807,0.4579872024,0.3892928864,-4.079186439,13.97436263,-1.713468836,0.4091752652,0.005893852215
86.07,-60.08037986,-69.40664762,0.08785599717,0.4579390275,0.3893039486,-4.10216439,13.9909867,-1.708013958,0.4070833739,0.005864456505
86.08,-60.06218794,-69.39793511,0.08802856544,0.457890065,0.3893155556,-4.125261484,14.00770019,-1.702556383,0.4050021842,0.005835207406
86.09,-60.04398677,-69.38922495,0.08820145529,0.4578403149,0.3893277071,-4.148478525,14.02450352,-1.69709603,0.4029316416,0.005806104188
86.1,-60.02577606,-69.38051719,0.08837466914,0.4577897773,0.3893404026,-4.171816328,14.04139714,-1.691632817,0.4008716919,0.005777146122
86.11,-60.00755554,-69.37181185,0.08854820948,0.457738452,0.3893536417,-4.195275718,14.05838149,-1.686166661,0.3988222808,0.005748332486
86.12,-59.98932493,-69.36310896,0.08872207879,0.4576863391,0.3893674238,-4.218857527,14.075457,-1.680697478,0.3967833548,0.005719662558
86.13,-59.97108395,-69.35440857,0.08889627962,0.4576334385,0.3893817485,-4.242562601,14.09262415,-1.675225184,0.3947548602,0.005691135622
86.14,-59.95283231,-69.3457107,0.08907081454,0.4575797502,0.3893966155,-4.266391796,14.10988337,-1.669749694,0.392736744,0.005662750964
86.15,-59.93456973,-69.33701539,0.08924568614,0.4575252741,0.3894120243,-4.290345977,14.12723514,-1.664270919,0.3907289531,0.005634507876
86.16,-59.91629591,-69.32832267,0.08942089708,0.4574700101,0.3894279745,-4.314426022,14.14467992,-1.658788774,0.3887314349,0.005606405651
86.17,-59.89801056,-69.31963257,0.08959645002,0.4574139582,0.3894444656,-4.33863282,14.16221818,-1.653303169,0.3867441369,0.005578443586
86.18,-59.87971339,-69.31094513,0.08977234767,0.4573571183,0.3894614974,-4.36296727,14.1798504,-1.647814016,0.384767007,0.005550620983
86.19,-59.86140408,-69.30226038,0.0899485928,0.4572994901,0.3894790693,-4.387430284,14.19757706,-1.642321223,0.3827999934,0.005522937145
86.2,-59.84308233,-69.29357835,0.09012518817,0.4572410736,0.3894971811,-4.412022784,14.21539866,-1.6368247,0.3808430444,0.005495391381
86.21,-59.82474784,-69.28489908,0.09030213661,0.4571818687,0.3895158324,-4.436745707,14.23331569,-1.631324353,0.3788961086,0.005467983002
86.22,-59.8064003,-69.27622259,0.090479441,0.4571218751,0.3895350228,-4.461599999,14.25132865,-1.62582009,0.3769591349,0.005440711323
86.23,-59.78803939,-69.26754893,0.09065710421,0.4570610926,0.389554752,-4.48658662,14.26943805,-1.620311816,0.3750320726,0.005413575662
86.24,-59.76966478,-69.25887812,0.0908351292,0.4569995212,0.3895750197,-4.511706543,14.2876444,-1.614799435,0.373114871,0.005386575341
86.25,-59.75127617,-69.2502102,0.09101351895,0.4569371605,0.3895958255,-4.536960752,14.30594821,-1.60928285,0.3712074798,0.005359709684
86.26,-59.73287321,-69.24154519,0.09119227647,0.4568740104,0.3896171691,-4.562350245,14.32435002,-1.603761964,0.3693098489,0.005332978021
86.27,-59.71445559,-69.23288314,0.09137140483,0.4568100706,0.3896390503,-4.587876035,14.34285036,-1.598236677,0.3674219286,0.005306379682
86.28,-59.69602297,-69.22422407,0.09155090713,0.4567453408,0.3896614687,-4.613539146,14.36144975,-1.59270689,0.3655436692,0.005279914003
86.29,-59.677575,-69.21556801,0.09173078651,0.4566798208,0.3896844241,-4.639340616,14.38014876,-1.587172501,0.3636750214,0.005253580322
86.3,-59.65911136,-69.20691501,0.09191104617,0.4566135102,0.3897079162,-4.665281498,14.39894792,-1.581633408,0.3618159362,0.005227377981
86.31,-59.64063169,-69.19826508,0.09209168934,0.4565464088,0.3897319447,-4.69136286,14.4178478,-1.576089507,0.3599663647,0.005201306324
86.32,-59.62213565,-69.18961826,0.09227271929,0.4564785163,0.3897565095,-4.717585782,14.43684896,-1.570540694,0.3581262584,0.005175364701
86.33,-59.60362287,-69.18097459,0.09245413934,0.4564098322,0.3897816102,-4.743951361,14.45595196,-1.564986861,0.356295569,0.005149552462
86.34,-59.58509301,-69.17233409,0.09263595287,0.4563403563,0.3898072468,-4.770460708,14.4751574,-1.559427902,0.3544742484,0.005123868962
86.35,-59.5665457,-69.1636968,0.09281816329,0.4562700882,0.3898334189,-4.797114948,14.49446585,-1.553863709,0.3526622488,0.005098313559
86.36,-59.54798057,-69.15506274,0.09300077405,0.4561990274,0.3898601263,-4.823915224,14.51387791,-1.54829417,0.3508595225,0.005072885614
